ein,fre15,name15,add15,type15,subtype15,rev_15,fre12,name12,add12,type12,subtype12,rev_12,diff,diff_per,Name,lat,long,addree,status,source,flag_keep
550899277,3,japanese american bar association educational foundation,"PO BOX 86063,90086-0063",I,I03,21600.33333,2,japanese american bar association educational foundation,"PO BOX 86063,90086-0063",I,I03,17049,4551.333333,26.69560287,"PO BOX 86063,90086-0063",34.06,-118.24,"Los Angeles, CA 90086, USA",Partial Match,Google,0
953213363,3,gymnastic pacifica boosters inc,"1830 COMPTON AVE,",N,N60,45010.66667,3,gymnastic pacifica boosters inc,"1830 COMPTON AVE,92881-3370",N,N60,35376.33333,9634.333333,27.23383806,"1830 COMPTON AVE,92881-3370",33.8570929,-117.536905,"1830 Compton Ave, Corona, CA 92881, USA",Match,Google,0
954273943,3,korean catholic renewal movement of southern california,"12561 HAZEL AVE,92841-4720",P,P28,167224.3333,3,korean catholic renewal movement of southern california,"24236 SYLVAN GLEN RD UNIT B,91765-4533",P,P28,130927.6667,36296.66667,27.72268657,"24236 SYLVAN GLEN RD UNIT B,91765-4533",34.0303054,-117.7908728,"24236 Sylvan Glen Rd UNIT B, Diamond Bar, CA 91765, USA",Match,Google,1
943115164,3,lao family community development inc,"1551 23RD AVE,94606-5018",P,P84,3935785.667,3,lao family community development inc,"2325 E 12TH ST,94601-1014",P,P84,3054229.667,881556,28.86344827,"2325 E 12TH ST,94601-1014",37.7820144,-122.2365839,"2325 E 12th St, Oakland, CA 94601, USA",Match,Google,1
800291226,3,indian child and family preservation program,"684 S ORCHARD AVE,95482-5012",P,P40,286242.3333,2,indian child and family preservation program,"684 S ORCHARD AVE,95482-5012",P,P40,221487,64755.33333,29.23662939,"684 S ORCHARD AVE,95482-5012",39.1453219,-123.1987706,"684 S Orchard Ave, Ukiah, CA 95482, USA",Match,Google,0
952538049,3,toiyabe indian health project inc,"57 TU SU LANE,93514-8130",E,E80,15457570.67,3,toiyabe indian health project,"52 N TU SU LN,93514-8058",E,E80,11934448.67,3523122,29.52060961,"52 N TU SU LN,93514-8058",37.361763,-118.41832,"52 N Tu-Su Ln, Bishop, CA 93514, USA",Match,Google,0
330413664,3,korean american seniors association of oc,"9884 GARDEN GROVE BLVD,92844-1643",P,P81,489355.3333,3,korean-american seniors association of oc,"9884 GDN GRV BLVD,92844-1643",P,P81,376772.6667,112582.6667,29.88079461,"9884 GDN GRV BLVD,92844-1643",33.7738585,-117.9600946,"9884 Garden Grove Blvd, Garden Grove, CA 92844, USA",Match,Google,1
911054171,3,pacific coast obstetrical and gynecological society,"C/O FUNG LAMMD 1725 MONTGOMERY ST,94111-0000",E,E03,282729.6667,3,pacific coast obstetrical and gynecological society,"1725 MONTGOMERY ST STE 200,94111-1019",E,E03,217161.3333,65568.33333,30.1933739,"1725 MONTGOMERY ST STE 200,94111-1019",37.8051437,-122.4054446,"1725 Montgomery St #200, San Francisco, CA 94111, USA",Match,Google,0
953442295,3,united cambodian community,"2201 E ANAHEIM ST STE 200,90804-3411",P,P84,357187.6667,3,united cambodian community,"2201 E ANAHEIM ST STE 200,90804-3411",P,P84,274227.6667,82960,30.25223567,"2201 E ANAHEIM ST STE 200,90804-3411",33.7828038,-118.1653325,"2201 E Anaheim St #200, Long Beach, CA 90804, USA",Match,Google,1
271944682,3,asian real estate association of america education foundation,"5963 LA PLACE CT,92110-2930",L,L03,66047.66667,2,asian real estate association of america education foundation,"5963 LA PLACE CT,92008-8821",L,L03,50468,15579.66667,30.87038652,"5963 LA PLACE CT,92008-8821",33.1319575,-117.2726635,"5963 La Place Ct, Carlsbad, CA 92008, USA",Match,Google,1
942788122,3,pacific water polo inc,"363 VILLAGE SQ,94563-2505",N,N67,226270.3333,3,pacific water polo inc,"363 VILLAGE SQ,94563-2505",N,N67,171992,54278.33333,31.55863839,"363 VILLAGE SQ,94563-2505",37.8836813,-122.189831,"363 Village Square, Orinda, CA 94563, USA",Match,Google,0
300009076,3,koreatown senior center,"3407 W 6TH ST STE 801,",P,P81,255310.6667,2,koreatown senior center,"3407 W 6TH STREET,90020-2537",P,P81,193590.5,61720.16667,31.88181583,"3407 W 6TH STREET,90020-2537",34.0638399,-118.2957612,"3407 W 6th St, Los Angeles, CA 90020, USA",Match,Google,1
330844469,3,pacific swim boosters club,"14343 SILVERSET ST,92064-6407",N,N67,25971,3,pacific swim boosters club,"14343 SILVERSET ST,92064-6407",N,N67,19659.66667,6311.333333,32.1029519,"14343 SILVERSET ST,92064-6407",32.9774701,-117.0508594,"14343 Silverset St, Poway, CA 92064, USA",Match,Google,0
431998827,3,pacific rowing club,"91 CITYVIEW DR,94014-3492",N,N67,522965,3,pacific rowing club,"91 CITYVIEW DR,94014-3492",N,N67,394691.6667,128273.3333,32.49963051,"91 CITYVIEW DR,94014-3492",37.7042629,-122.4434239,"91 City View Dr, Daly City, CA 94014, USA",Match,Google,0
954253163,3,pacific living alternatives,"13130 BURBANK BLVD,91401-6037",P,P99,69861.66667,3,pacific living alternatives,"13130 BURBANK BLVD,91401-6037",P,P99,52520,17341.66667,33.0191673,"13130 BURBANK BLVD,91401-6037",34.1718143,-118.4192274,"13130 Burbank Blvd, Van Nuys, CA 91401, USA",Match,Google,0
770398793,3,american indian health and services corporation,"4141 STATE ST,93110-1814",P,P84,5094382.667,3,american indian health & services corporation,"SERVICES CORPORATION 4141 STATE STR,93110-0000",P,P84,3811022.667,1283360,33.67495059,"SERVICES CORPORATION 4141 STATE STR,93110-0000",34.4399154,-119.7614945,"4141 State St, Santa Barbara, CA 93110, USA",Partial Match,Google,0
810496944,3,pacific west conference colleigate athletic conference,"17777 MAIN ST STE F2,92614-6705",N,N40,696466,3,pacific west conference,"4000 MACARTHUR BLVD STE 900,92660-2522",N,N40,520945.3333,175520.6667,33.69272272,"4000 MACARTHUR BLVD STE 900,92660-2522",33.6603444,-117.8617749,"4000 MacArthur Blvd #900, Newport Beach, CA 92660, USA",Match,Google,0
912170415,3,vietnamese american cancer foundation,"17150 NEWHOPE ST STE 203,92708-4250",G,G30,428831.3333,3,vietnamese american cancer foundation,"17150 NEWHOPE ST STE 502,92708-4253",G,G30,319863.3333,108968,34.06704947,"17150 NEWHOPE ST STE 502,92708-4253",33.7136002,-117.9273095,"17150 Newhope St #502, Fountain Valley, CA 92708, USA",Match,Google,1
953663674,3,korean american united foundation,"981 S WESTERN AVE STE 404,90006-1077",P,P1284,236774.6667,3,korean american united foundation,"981 S WESTERN AVE STE 404,90006-1077",P,P1284,174690.6667,62084,35.53939153,"981 S WESTERN AVE STE 404,90006-1077",34.0532855,-118.3093464,"981 S Western Ave #404, Los Angeles, CA 90006, USA",Match,Google,1
954440752,3,l a chinatown firecracker run committee inc,"PO BOX 86132,90086-0132",N,N70,341585.3333,3,l a chinatown firecracker run committee inc,"PO BOX 86132,90086-0132",N,N70,251544.6667,90040.66667,35.79510067,"PO BOX 86132,90086-0132",34.06,-118.24,"Los Angeles, CA 90086, USA",Partial Match,Google,1
237404756,3,chinese progressive association,"1042 GRANT AVE STE 5,94133-5025",E,E70,1213474.333,3,chinese progressive association,"1042 GRANT AVENUE,94133-5025",E,E70,882185.6667,331288.6667,37.55316814,"1042 GRANT AVENUE,94133-5025",37.7965672,-122.4066786,"1042 Grant Ave, San Francisco, CA 94133, USA",Match,Google,1
830415924,3,friends of the pacific electric trail,"PO BOX 9461,91701-8461",N,N1132,18295.66667,2,friends of the pacific electric trail,"7251 AMETHYST AVE,91701-5051",N,N1132,13288.5,5007.166667,37.68045051,"7251 AMETHYST AVE,91701-5051",34.1223596,-117.5979387,"7251 Amethyst Ave, Rancho Cucamonga, CA 91701, USA",Match,Google,0
943030866,3,asian and pacific islander american health forum,"1 KAISER PLZ STE 850,94612-3606",G,G81,7417563.333,3,asian & pacific islander american health forum,"450 SUTTER ST RM 600,94108-3908",G,G81,5361556.667,2056006.667,38.34719643,"450 SUTTER ST RM 600,94108-3908",37.7896952,-122.4078356,"450 Sutter Street, 450 Sutter St RM 600, San Francisco, CA 94108, USA",Match,Google,1
942235908,3,asian health services,"818 WEBSTER ST,94607-4220",E,E30,38219174.67,3,asian health services,"818 WEBSTER ST,94607-4220",E,E30,27374540,10844634.67,39.61576949,"818 WEBSTER ST,94607-4220",37.7994313,-122.2710663,"818 Webster St, Oakland, CA 94607, USA",Match,Google,1
204958325,3,srv chinese school,"8355 SATURN PARK DR,94582-5140",P,P84,377376.3333,3,srv chinese school,"8355 SATURN PARK DR,94582-5140",P,P84,268880.3333,108496,40.35103596,"8355 SATURN PARK DR,94582-5140",37.7731921,-121.9141096,"8355 Saturn Park Dr, San Ramon, CA 94582, USA",Match,Google,1
383668906,2,pacific heart lung and blood institute,"10780 SANTA MONICA BLVD STE 101,90025-7656",G,G43,683647,3,pacific heart lung & blood institute,"STE NO 101,90025-0000",G,G43,482754.3333,200892.6667,41.61385052,"STE NO 101,90025-0000",34.0448583,-118.4484367,"West Los Angeles, CA 90025, USA",Partial Match,Google,0
680000818,3,bach viet association inc,"1050 FULTON AVE STE 110,95825-4298",P,P84,865742,3,bach-viet association inc,"1050 FULTON AVE STE 110,95825-4298",P,P84,610918.6667,254823.3333,41.71149897,"1050 FULTON AVE STE 110,95825-4298",38.5845025,-121.4006963,"1050 Fulton Ave #110, Sacramento, CA 95864, USA",Match,Google,1
942925799,3,east bay asian youth center,"2025 E 12TH ST,94606-4925",O,O50,5226858.667,3,east bay asian youth center,"2025 E 12TH ST,94606-4925",O,O50,3656874.667,1569984,42.93239838,"2025 E 12TH ST,94606-4925",37.7844636,-122.2404619,"2025 E 12th St, Oakland, CA 94606, USA",Match,Google,1
953741966,3,indochinese muslim refugee association of the united states,"1001 E GRANT ST,92701-6564",P,P84,91491.66667,2,indochinese muslim refugee association of the united states,"1001 E GRANT ST,92701-6564",P,P84,63012.5,28479.16667,45.19605898,"1001 E GRANT ST,92701-6564",33.7381881,-117.8553879,"1001 E Grant St, Santa Ana, CA 92701, USA",Match,Google,1
953403526,3,vietnamese community of orange county inc,"1618 W 1ST ST,92703-3614",O,O40,4315424.667,3,vietnamese community of orange county inc,"1618 W 1ST ST,92703-3614",O,O40,2971325,1344099.667,45.23570012,"1618 W 1ST ST,92703-3614",33.745084,-117.8903419,"1618 W 1st St, Santa Ana, CA 92703, USA",Match,Google,1
942581434,3,sacramento chinese community service center inc,"420 I ST STE 5,95814-2319",P,P84,4108812,3,sacramento chinese community service center inc,"420 I ST STE 5,95814-2319",P,P84,2827095.333,1281716.667,45.33687462,"420 I ST STE 5,95814-2319",38.5831011,-121.5001973,"420 I St #5, Sacramento, CA 95814, USA",Match,Google,0
942583156,3,chapa de indian health program inc,"11670 ATWOOD RD,95603-9522",E,E30,22905513,3,chapa-de indian health program inc,"11670 ATWOOD RD,95603-9522",E,E30,15625966.33,7279546.667,46.58621753,"11670 ATWOOD RD,95603-9522",38.9344973,-121.098847,"11670 Atwood Rd, Auburn, CA 95603, USA",Match,Google,0
943152368,3,four winds of indian education,"2345 FAIR ST,95928-6749",P,P84,1079003.333,2,four winds of indian education,"2345 FAIR ST,95928-6749",P,P84,734656.5,344346.8333,46.8718147,"2345 FAIR ST,95928-6749",39.7166292,-121.8153038,"2345 Fair St, Chico, CA 95928, USA",Match,Google,0
954000291,3,unified vietnamese community council,"238 S ASHDALE ST,91790-0000",P,P84,30000,3,unified vietnamese community council,"238 S ASHDALE ST,91790-0000",P,P84,20309,9691,47.7177606,"238 S ASHDALE ST,91790-0000",34.0689959,-117.917261,"238 S Ashdale St, West Covina, CA 91790, USA",Match,Google,1
942287492,3,pacific center for human growth,"2712 TELEGRAPH AVE,94705-1117",F,F30,676488.3333,3,pacific center for human growth,"2712 TELEGRAPH AVE,94705-1117",F,F30,456066,220422.3333,48.33123568,"2712 TELEGRAPH AVE,94705-1117",37.861077,-122.2593404,"2712 Telegraph Ave, Berkeley, CA 94705, USA",Match,Google,0
912055728,3,viet blind children foundation blind vietnamese children foundatio,"1045 SLOAT BLVD,94132-1345",G,G41,373763.3333,3,viet blind children foundation,"1045 SLOAT BLVD,94132-1345",G,G41,251864.3333,121899,48.39867495,"1045 SLOAT BLVD,94132-1345",37.7341891,-122.4826571,"1045 Sloat Blvd, San Francisco, CA 94132, USA",Match,Google,1
943249259,3,revival chinese ministries international,"3295 SCHOOL ST,94602-3638",P,P84,154982,3,revival chinese ministries international,"3295 SCHOOL ST,94602-3638",P,P84,103401.6667,51580.33333,49.88346416,"3295 SCHOOL ST,94602-3638",37.7923667,-122.2080373,"3295 School St, Oakland, CA 94602, USA",Match,Google,1
954074660,3,korean health education information and research center,"3727 W 6TH ST STE 210,90020-5108",E,E32,6444096.667,3,korean health education information and research center,"3727 W 6TH ST STE 210,90020-5108",E,E32,4264369.333,2179727.333,51.11488154,"3727 W 6TH ST STE 210,90020-5108",34.0638745,-118.3037736,"3727 W 6th St #210, Los Angeles, CA 90020, USA",Match,Google,1
201551273,3,tibetan aid foundation inc,"PO BOX 1112,93024-1112",E,E70,24449.33333,3,tibetan aid foundation inc,"PO BOX 1112,93024-1112",E,E70,16169.33333,8280,51.20804816,"PO BOX 1112,93024-1112",34.45,-119.24,"Ojai, CA 93024, USA",Partial Match,Google,0
942514053,3,chinatown community development center inc,"1525 GRANT AVE,94133-3323",L,L20,12222759.67,3,chinatown community development center inc,"1525 GRANT AVE,94133-3323",L,L20,8058626,4164133.667,51.67299818,"1525 GRANT AVE,94133-3323",37.8010025,-122.4078869,"1525 Grant Ave, San Francisco, CA 94133, USA",Match,Google,1
953397369,3,san diego american indian health center,"2602 1ST AVE STE 105,92103-6529",E,E32,4198201.333,3,san diego american indian health center,"2602 1ST AVE STE 105,92103-6529",E,E32,2733185.667,1465015.667,53.60102991,"2602 1ST AVE STE 105,92103-6529",32.7326704,-117.1643188,"2602 1st Ave #105, San Diego, CA 92103, USA",Match,Google,0
383706727,3,pacific diving academy usa inc,"15064 SHOEMAKER AVE,90670-5554",N,N71,481516,3,pacific diving academy usa inc,"15064 SHOEMAKER AVE,90670-5554",N,N71,309146,172370,55.75682687,"15064 SHOEMAKER AVE,90670-5554",33.8945584,-118.0543846,"15064 Shoemaker Ave, Santa Fe Springs, CA 90670, USA",Match,Google,0
954564739,3,pacific asian counseling services,"8616 LA TIJERA BLVD STE 200,90045-3945",P,P40,4299731.667,3,pacific asian counseling services,"8616 LA TIJERA BLVD STE 200,90045-3945",P,P40,2757122.667,1542609,55.94995894,"8616 LA TIJERA BLVD STE 200,90045-3945",33.9592305,-118.3915039,"8616 La Tijera Blvd #200, Los Angeles, CA 90045, USA",Match,Google,1
270058132,3,indian muslim relief and charities,"849 INDEPENDENCE AVENUE SUITE A,94043-2301",P,P84,5827572,3,indian muslim relief and charities,"1000 SAN ANTONIO RD,94303-4901",P,P20,3735626.333,2091945.667,55.99986401,"1000 SAN ANTONIO RD,94303-4901",37.4258172,-122.1004742,"1000 San Antonio Rd, Palo Alto, CA 94303, USA",Match,Google,1
273414257,3,san diego asian american sports club,"10373 WESTWARD CT,92131-6152",N,N60,17131,2,san diego asian american sports club,"10373 WESTWARD CT,92131-6152",N,N60,10961.5,6169.5,56.28335538,"10373 WESTWARD CT,92131-6152",32.9246165,-117.109263,"10373 Westward Ct, San Diego, CA 92131, USA",Match,Google,0
943093623,3,pacific business group on health,"575 MARKET ST STE 600,94105-5811",E,E0522,14526530.67,3,pacific business group on health,"221 MAIN ST STE 1500,94105-1940",E,E0522,9230817,5295713.667,57.3699345,"221 MAIN ST STE 1500,94105-1940",37.7903878,-122.3922586,"221 Main St #1500, San Francisco, CA 94105, USA",Match,Google,0
203663051,3,diamond bar chinese american assoc therina sun,"1142 S DIAMOND BAR BLVD,91765-2203",I,I03,50368.66667,3,diamond bar chinese american assoc,"3207 S BREA CANYON RD STE A,91765-3458",I,I03,31607.33333,18761.33333,59.35753306,"3207 S BREA CANYON RD STE A,91765-3458",33.9686683,-117.8473066,"3207 S Brea Canyon Rd STE A, Diamond Bar, CA 91765, USA",Match,Google,1
452380583,3,us china cultural development center silicon valley table tennis club,"718 MONTAGUE EXPY,95035-6816",N,N66,55057,2,us-china cultural development center,"1172 MURPHY AVE STE 237,95131-2418",N,N66,33981.5,21075.5,62.02051116,"1172 MURPHY AVE STE 237,95131-2418",37.3821715,-121.8933631,"1172 Murphy Ave #237, San Jose, CA 95131, USA",Match,Google,0
800211920,3,asians and pacific islanders with disabilities of california,"1137 WILSHIRE BLVD,90017-1900",E,E70,73175,3,asians and pacific islanders with disabilities of california,"555 12TH STREET,94607-4046",E,E70,45114.33333,28060.66667,62.19900549,"555 12TH STREET,94607-4046",37.8036861,-122.2752692,"555 City Center, 555 12th St, Oakland, CA 94607, USA",Partial Match,Google,1
954269496,3,korean american pharmacist association of california,"2140 W OLYMPIC BLVD STE 226,90006-2281",E,E03,79636,3,korean american pharmacist association of california,"2140 W OLYMPIC BLVD STE 226,90006-2281",E,E03,48832.66667,30803.33333,63.07935945,"2140 W OLYMPIC BLVD STE 226,90006-2281",34.051732,-118.2809376,"2140 W Olympic Blvd #226, Los Angeles, CA 90006, USA",Match,Google,0
770004308,3,pacificans care,"PO BOX 875,94044-0875",N,N30,71781.33333,3,pacificans care,"PO BOX 875,94044-0875",N,N30,43348.33333,28433,65.59191049,"PO BOX 875,94044-0875",37.6101767,-122.4806894,"Pacifica, CA 94044, USA",Partial Match,Google,0
942476242,3,indian health center of santa clara valley,"1333 MERIDIAN AVE,95125-5212",E,E32,17922110.33,3,indian health center of santa clara valley,"1333 MERIDIAN AVE,95125-5212",E,E32,10810965,7111145.333,65.77715619,"1333 MERIDIAN AVE,95125-5212",37.3018074,-121.9141096,"1333 Meridian Ave, San Jose, CA 95125, USA",Match,Google,0
260736033,3,south asian helpline and referralagency,"17100 PIONEER BLVD STE 260,90701-2715",P,P84,978941.6667,3,south asian helpline and referralagency,"17100 PIONEER BOULEVARD,90701-2715",P,P84,590024,388917.6667,65.91556728,"17100 PIONEER BOULEVARD,90701-2715",33.8757805,-118.0807641,"17100 Pioneer Blvd, Artesia, CA 90701, USA",Match,Google,1
522351119,3,india community center inc,"525 LOS COCHES ST,95035-5423",P,P28,6491970.333,2,india community center inc,"48531 WARM SPRINGS BLVD STE 41,94539-0000",P,P28,3902684,2589286.333,66.3462974,"48531 WARM SPRINGS BLVD STE 41,94539-0000",37.4675552,-121.918095,"48531 Warm Springs Blvd #41, Fremont, CA 94539, USA",Match,Google,1
274034092,3,riverside hua xia chinese school inc,"PO BOX 1400,92354-1400",P,P84,99241.66667,3,riverside hua xia chinese school inc,"PO BOX 1400,92354-1400",P,P84,57914.66667,41327,71.3584354,"PO BOX 1400,92354-1400",34.0484387,-117.2499749,"Loma Linda, CA 92354, USA",Partial Match,Google,1
953854152,3,asian americans advancing justice los angeles,"1145 WILSHIRE BLVD 2ND FLOOR,90017-1900",I,I80,11824765.33,3,asian pacific american legal center of southern california inc,"1145 WILSHIRE BLVD 2ND FLOOR,90017-1900",I,I80,6842963,4981802.333,72.80183063,"1145 WILSHIRE BLVD 2ND FLOOR,90017-1900",34.0531219,-118.2645538,"1145 Wilshire Blvd 2ND FLOOR, Los Angeles, CA 90017, USA",Match,Google,1
942421557,3,moraga baseball asso 3960 campolindo dr,"PO BOX 262,94556-0262",N,N63,223625.6667,3,moraga baseball asso 3960 campolindo dr,"PO BOX 262,94556-0262",N,N63,123748.6667,99877,80.70955647,"PO BOX 262,94556-0262",37.8357202,-122.1178261,"Moraga, CA 94556, USA",Partial Match,Google,0
942728423,3,california pacific medical center foundation,"2015 STEINER STREET 2ND FLOOR,95833-0000",E,E1120,55720265.33,3,california pacific medical center foundation,"2015 STEINER ST,94115-2627",E,E1120,29967609.33,25752656,85.9349697,"2015 STEINER ST,94115-2627",37.7878956,-122.4357092,"2015 Steiner St, San Francisco, CA 94115, USA",Match,Google,0
330383691,3,asian youth center,"100 CLARY AVE,91776-1374",P,P30,3792465.333,3,asian youth center,"100 CLARY AVE,91776-1374",P,P30,2024086,1768379.333,87.3668082,"100 CLARY AVE,91776-1374",34.0976158,-118.1003346,"100 Clary Ave, San Gabriel, CA 91776, USA",Match,Google,1
264061157,2,global asian indian ministries,"1910 W PALMYRA AVE UNIT 89,92868-3754",P,P84,56698,2,global asian indian ministries,"1901 W PALMYRA AVE ROOM NO 89,92868-0000",P,P84,29939,26759,89.37840275,"1901 W PALMYRA AVE ROOM NO 89,92868-0000",33.784339,-117.8731123,"1901 W Palmyra Ave #89, Orange, CA 92868, USA",Match,Google,0
261081740,3,headache cooperative of the pacific inc,"5145 SEAGROVE CT,92130-3208",G,G48,178575.3333,3,headache cooperative of the pacific inc,"5145 SEAGROVE CT,92130-3208",G,G48,93774.33333,84801,90.43092815,"5145 SEAGROVE CT,92130-3208",32.9570859,-117.2059225,"5145 Seagrove Ct, San Diego, CA 92130, USA",Match,Google,0
205111707,3,china california heart watch,"19 MISTRAL LN,92676-0810",G,G43,232244,3,china california heart watch,"19 MISTRAL LN,92617-4110",G,G43,120232.6667,112011.3333,93.16214673,"19 MISTRAL LN,92617-4110",33.635052,-117.8378054,"19 Mistral Ln, Irvine, CA 92617, USA",Match,Google,1
941747220,3,northern valley indian health inc,"207 N BUTTE ST,95988-2803",E,E32,29883441,3,northern valley indian health inc,"207 N BUTTE ST,95988-2803",E,E32,15415388.67,14468052.33,93.85460624,"207 N BUTTE ST,95988-2803",39.522178,-122.1958007,"207 N Butte St, Willows, CA 95988, USA",Match,Google,0
942611727,3,office of samoan affairs of california inc,"20715 AVALON BLVD STE 200,90746-3209",P,P84,1814057.667,3,office of samoan affairs of california inc,"20715 AVALON BLVD STE 200,90746-3319",P,P84,931865.6667,882192,94.66943912,"20715 AVALON BLVD STE 200,90746-3319",33.8431369,-118.2636715,"20715 S Avalon Blvd #200, Carson, CA 90746, USA",Match,Google,1
204878959,3,california consortium for urbanindian health inc,"1016 LINCOLN BLVD STE 111,94129-1607",E,E21,427726,3,california consortium for urbanindian health inc,"2020 J ST,95811-3120",E,E21,210764,216962,102.9407299,"2020 J ST,95811-3120",38.5761075,-121.4790916,"2020 J St, Sacramento, CA 95811, USA",Match,Google,0
952572609,3,transpacific yacht club,"1508 SANTIAGO DR,92626-5534",N,N50,213436,3,transpacific yacht club,"1508 SANTIAGO DR,92660-4948",N,N50,98045.33333,115390.6667,117.6911361,"1508 SANTIAGO DR,92660-4948",33.6320245,-117.8938896,"1508 Santiago Dr, Newport Beach, CA 92660, USA",Match,Google,0
330740149,3,the korean american federation of orange county,"9888 GARDEN GROVE BLVD,92844-1643",P,P84,303138.6667,3,the@korean american fedration of orange county,"9888 GDN GRV BLVD,92844-1643",P,P84,134904.6667,168234,124.7058417,"9888 GDN GRV BLVD,92844-1643",33.7738586,-117.9600486,"9888 Garden Grove Blvd, Garden Grove, CA 92844, USA",Match,Google,1
330282767,3,pacific clinical research foundation,"7668 EL CAMINO REAL SUITE 104-502,92009-7932",H,H9B,178479.6667,3,pacific clinical research foundation,"7668 EL CAMINO REAL SUITE 104-502,92009-7932",H,H9B,71675.33333,106804.3333,149.0112824,"7668 EL CAMINO REAL SUITE 104-502,92009-7932",33.0857862,-117.2676575,"7668 El Camino Real SUITE 104-502, Carlsbad, CA 92009, USA",Match,Google,0
651292877,3,southern california filipino dental society inc,"3820 FOUNTAIN AVE,90029-2216",G,G90,54954,2,southern california filipino dental society inc,"24148 LYONS AVE,91321-0000",G,G90,20204,34750,171.9956444,"24148 LYONS AVE,91321-0000",34.377773,-118.5567161,"24148 Lyons Ave, Santa Clarita, CA 91321, USA",Match,Google,0
943300090,3,filipino american development foundation,"50 SAN BUENAVENTURA WAY,94127-1516",P,P84,1460398.333,3,filipino-american development foundation,"50 SAN BUENAVENTURA WAY,94127-1516",P,P84,502376.6667,958021.6667,190.6978827,"50 SAN BUENAVENTURA WAY,94127-1516",37.7356596,-122.465676,"50 San Buenaventura Way, San Francisco, CA 94127, USA",Match,Google,1
261685077,3,the center for tibetan qigong napa valley,"4456 MOFFITT DR,94558-1742",P,P84,20259.66667,2,the center for tibetan qigong-napa valley,"4456 MOFFITT DR,94558-1742",P,P84,6141,14118.66667,229.9082668,"4456 MOFFITT DR,94558-1742",38.3447563,-122.3198086,"4456 Moffitt Dr, Napa, CA 94558, USA",Match,Google,1
263320879,3,asian pacific health foundation,"4844 UNIVERSITY AVE STE C,92105-8021",E,E11,51669.66667,2,asian pacific health foundation,"4844 UNIVERSITY AVE STE C,92105-8021",E,E11,15428.5,36241.16667,234.8975381,"4844 UNIVERSITY AVE STE C,92105-8021",32.7498191,-117.0903026,"4844 University Ave STE C, San Diego, CA 92105, USA",Match,Google,1
331106900,3,asian american job training center,"2140 W OLYMPIC BLVD,90006-2283",J,J20,115039.3333,2,asian american job training center,"1543 W OLYMPIC BLVD STE 328,90015-0000",J,J20,34321,80718.33333,235.1864262,"1543 W OLYMPIC BLVD STE 328,90015-0000",34.0491421,-118.2733553,"1543 W Olympic Blvd #328, Los Angeles, CA 90015, USA",Match,Google,1
800745313,3,royal chinese cultural academy,"6156 CORTE PADRE,94566-5883",P,P84,26484,2,royal chinese cultural academy,"691 ALDEN LN,94550-7114",P,P84,6782.5,19701.5,290.4754884,"691 ALDEN LN,94550-7114",37.6557501,-121.788948,"691 Alden Ln, Livermore, CA 94550, USA",Match,Google,0
954257467,3,institute for asian mission,"464 E WALNUT ST STE 220,91101-1632",P,P28,393772,3,institute for asian mission,"464 E WALNUT ST SUITE220,91101-1632",P,P28,96685,297087,307.2731034,"464 E WALNUT ST SUITE220,91101-1632",34.1492687,-118.141172,"464 E Walnut St #220, Pasadena, CA 91101, USA",Partial Match,Google,1
330673939,3,pacific southwest community development corp,"16935 W BERNARDO DR STE 238,92127-1636",L,L20,8331638.667,3,pacific southwest community development corp,"16935 W BERNARDO DR STE 238,92127-1636",L,L20,1970807.667,6360831,322.7524993,"16935 W BERNARDO DR STE 238,92127-1636",33.0226589,-117.0806562,"16935 W Bernardo Dr #238, San Diego, CA 92127, USA",Match,Google,0
331095784,3,national asian american coalition dba mabuhay alliance no a,"15 SOUTHGATE AVE STE 200,94015-1414",P,P20,11228618.33,3,national asian american coalition,"9580 BLACK MTN RD STE A,92126-4522",P,P20,2077688.333,9150930,440.4380509,"9580 BLACK MTN RD STE A,92126-4522",32.8974335,-117.1239935,"9580 Black Mountain Rd STE A, San Diego, CA 92126, USA",Match,Google,0
202761167,3,korea town senior and community center inc,"965 S NORMANDIE AVE 200,90006-1495",P,P81,279298.6667,3,korea town senior and community center inc,"3240 WILSHIRE BLVD STE 570,90010-1504",L,L22,41133.33333,238165.3333,579.0081037,"3240 WILSHIRE BLVD STE 570,90010-1504",34.0616528,-118.2926883,"3240 Wilshire Blvd STE 570, Los Angeles, CA 90010, USA",Match,Google,1
330727253,3,pacific rim park,"1970 6TH AVE,92101-2308",J,J22,15534.66667,2,pacific rim park,"1970 6TH AVE,92101-2308",J,J22,1660,13874.66667,835.8232932,"1970 6TH AVE,92101-2308",32.7260182,-117.1596632,"1970 Sixth Ave, San Diego, CA 92101, USA",Match,Google,0
510173831,3,korean center incorporated,"1362 POST ST,94109-6605",P,P84,348984.3333,3,korean center incorporated,"1362 POST ST,94109-6605",P,P84,24430.66667,324553.6667,1328.468319,"1362 POST ST,94109-6605",37.7864893,-122.4246676,"1362 Post St, San Francisco, CA 94109, USA",Match,Google,1
237010675,3,japanese american community service inc orange county,"6181 DOVER DR,92647-2448",P,P84,0,2,japanese american community service inc orange county,"6181 DOVER DR,92647-2448",P,P84,0,0,NA,"6181 DOVER DR,92647-2448",33.7440852,-118.0210103,"6181 Dover Dr, Huntington Beach, CA 92647, USA",Match,Google,1
